Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
19/01/2026,0,"2,230 %",05/12/2025
16/03/2026,0,"2,310 %",05/12/2025
14/09/2026,0,"2,330 %",05/12/2025
15/03/2027,0,"2,470 %",05/12/2025
15/04/2030,0,"2,700 %",05/12/2025
14/04/2031,0,"2,760 %",05/12/2025
18/06/2035,0,"3,040 %",05/12/2025
18/07/2039,0,"3,360 %",05/12/2025
14/08/2045,0,"3,430 %",05/12/2025
15/02/2055,0,"3,950 %",05/12/2025
Total,0,,
