Date,beta0,beta1,beta2,Taux directeur,europe_beta0,europe_beta1,europe_beta2,Taux directeur_diff,beta0_diff,beta1_diff,beta2_diff,europe_beta0_diff,europe_beta1_diff,europe_beta2_diff
2022-10-01,3.6203541142571214,-1.5404909332620167,-0.8723998609707497,2.0,1.996449237262164,-1.8432744380411368,0.0779680861138688,0.5,-0.13790092736968473,0.3089156104626969,0.5852847846355755,0.40771642018154,-0.2926065569092531,0.0672332485836404
2022-11-01,3.9295618531032126,-1.6436012361642427,-1.3267454213722234,2.0,2.430722966426827,-1.6028345199018608,0.0254248881976247,0.0,0.3092077388460912,-0.103110302902226,-0.45434556040147367,0.4342737291646628,0.240439918139276,-0.052543197916244094
2022-12-01,4.039362934036647,-1.4675865537929875,-1.0365627331798015,2.0,2.146230512489751,-1.2040074159281704,1.0210065275445634,0.0,0.10980108093343421,0.17601468237125517,0.2901826881924219,-0.2844924539370757,0.39882710397369037,0.9955816393469388
2023-01-01,4.003964252139154,-1.0878026740692617,-1.3551786457309596,2.5,2.106819346801648,-0.9346949925562538,1.480422898579217,0.5,-0.035398681897492956,0.37978387972372585,-0.31861591255115806,-0.0394111656881031,0.26931242337191663,0.4594163710346535
2023-02-01,5.292185192361355,-1.997089303324075,-1.152431489322093,2.5,2.202428879788952,-0.3800854547988094,1.607111497227718,0.0,1.2882209402222013,-0.9092866292548134,0.20274715640886654,0.09560953298730412,0.5546095377574444,0.12668859864850113
2023-03-01,5.300671849839461,-2.069004029654852,-0.2990278608234291,2.5,2.378929146031225,-0.1808420594636521,1.6699094779418058,0.0,0.008486657478106174,-0.07191472633077689,0.8534036284986639,0.176500266242273,0.1992433953351573,0.06279798071408771
2023-04-01,5.810337456619253,-2.614465734609696,-0.5487278930611181,3.0,2.4080385331815823,0.1959862052982445,1.0943306472668968,0.5,0.5096656067797918,-0.5454617049548438,-0.24970003223768905,0.029109387150357158,0.37682826476189657,-0.575578830674909
2023-05-01,6.02731865034275,-2.832847689786677,-0.3397316805419633,3.0,2.609554310994144,0.4550902179870625,-1.1447670928134817,0.0,0.21698119372349645,-0.218381955176981,0.20899621251915484,0.20151577781256158,0.259104012688818,-2.2390977400803784
2023-06-01,6.095991611371574,-2.988833255603612,-0.390342299453245,3.0,2.733016024491699,0.5076311706776377,-1.8751460138997884,0.0,0.06867296102882481,-0.15598556581693535,-0.05061061891128171,0.12346171349755508,0.05254095269057524,-0.7303789210863068
2023-07-01,6.066323406254281,-2.9679552291835063,-0.9032545007407649,3.0,2.666223945305071,0.8608354341268328,-1.765511851990491,0.0,-0.029668205117293844,0.020878026420105833,-0.5129122012875198,-0.06679207918662788,0.3532042634491951,0.10963416190929731
2023-08-01,6.034269400351846,-2.9434127538304344,-1.7185435722914142,3.0,2.652082556042217,1.061527905036793,-1.616711447033668,0.0,-0.03205400590243457,0.024542475353071858,-0.8152890715506493,-0.01414138926285391,0.20069247090996012,0.148800404956823
2023-09-01,5.944832411032854,-2.86163349474288,-1.6830043154462448,3.0,2.862566367803559,0.8722064213677924,-2.004604144301548,0.0,-0.08943698931899213,0.08177925908755457,0.03553925684516934,0.21048381176134168,-0.1893214836690006,-0.38789269726788
2023-10-01,5.904245540450487,-2.809522620736613,-1.5683914804614882,3.0,3.0328743755418954,0.8296066838846121,-2.1582036164722207,0.0,-0.04058687058236643,0.052110874006266794,0.1146128349847566,0.17030800773833654,-0.042599737483180244,-0.1535994721706726
2023-11-01,5.902563079718618,-2.898042163823977,-1.504051286791016,3.0,3.32360492403043,0.6764240193220352,-2.71311302863461,0.0,-0.0016824607318692841,-0.08851954308736376,0.06434019367047217,0.2907305484885345,-0.1531826645625769,-0.5549094121623894
2023-12-01,5.950079987062414,-2.9657256294061347,-1.701724114908011,3.0,3.142604920662168,0.8779575673895036,-3.1310312849635564,0.0,0.047516907343795545,-0.06768346558215788,-0.19767282811699483,-0.18100000336826216,0.20153354806746837,-0.4179182563289463
2024-01-01,5.835007139865817,-2.812450492247226,-2.1592124296702857,3.0,2.688942868513472,1.3639107744577137,-3.888140280917116,0.0,-0.11507284719659694,0.1532751371589085,-0.4574883147622748,-0.4536620521486956,0.4859532070682101,-0.7571089959535597
2024-02-01,5.599609831471721,-2.534006139411724,-2.609792750474901,3.0,2.779922416210788,1.4301506538108837,-4.134264427282756,0.0,-0.2353973083940959,0.27844435283550206,-0.4505803208046153,0.09097954769731587,0.06623987935317,-0.24612414636563962
2024-03-01,5.307185664125519,-2.1588941347102284,-2.109498131548042,3.0,2.8330063067515825,1.3008131336508455,-3.446417559665338,0.0,-0.29242416734620225,0.37511200470149575,0.5002946189268589,0.05308389054079443,-0.1293375201600382,0.6878468676174179
2024-04-01,5.258673504234904,-2.171082467242712,-2.0611555752715014,3.0,2.802870933485533,1.257644004639387,-3.166233588946278,0.0,-0.04851215989061419,-0.012188332532483415,0.048342556276540716,-0.030135373266049648,-0.04316912901145842,0.28018397071905987
2024-05-01,5.248768746954804,-2.1396969659505976,-2.037579336770692,3.0,2.8781494282457394,1.1082813709536956,-2.864253045464765,0.0,-0.00990475728010054,0.03138550129211426,0.023576238500809588,0.07527849476020654,-0.14936263368569147,0.30198054348151304
2024-06-01,5.18563791970964,-2.113078008684704,-1.854953989949708,3.0,2.907958718457323,0.980803886693259,-2.5187699075807464,0.0,-0.06313082724516406,0.026618957265893695,0.18262534682098375,0.029809290211583406,-0.1274774842604366,0.34548313788401863
2024-07-01,5.178733662731468,-2.0846426595532885,-1.943649296029154,2.75,2.953571836716903,0.7538584674850701,-2.578836496547925,-0.25,-0.006904256978171652,0.02843534913141532,-0.08869530607944598,0.045613118259580254,-0.2269454192081889,-0.060066588967178536
2024-08-01,5.073673728905342,-2.3320477773330417,-1.840592516872862,2.75,3.0041609978528983,0.611825345395527,-2.8143281042645785,0.0,-0.10505993382612644,-0.24740511777975316,0.10305677915629197,0.05058916113599521,-0.1420331220895431,-0.23549160771665356
2024-09-01,5.086588054857496,-2.392562520070664,-1.99198511800534,2.75,2.753267593958625,0.8338464509897555,-3.266041174102102,0.0,0.01291432595215447,-0.06051474273762247,-0.151392601132478,-0.25089340389427317,0.2220211055942285,-0.4517130698375236
2024-10-01,5.06899747721994,-2.350625573474699,-2.5440700829758693,2.75,2.751502014371879,0.8459032417752161,-3.736728267037939,0.0,-0.017590577637555782,0.04193694659596536,-0.5520849649705293,-0.0017655795867459467,0.012056790785460625,-0.4706870929358371
2024-11-01,5.003697265889903,-2.22853131851139,-2.6269548464332653,2.75,2.84070693148734,0.4207697665279269,-3.4393538462083435,0.0,-0.0653002113300376,0.12209425496330883,-0.08288476345739593,0.08920491711546097,-0.4251334752472892,0.29737442082959564
2024-12-01,4.852767344602002,-2.1449497776103224,-2.3495855336152114,2.75,2.7717774351460003,0.3213696274837958,-2.9617968049097017,0.0,-0.15092992128790073,0.08358154090106762,0.2773693128180539,-0.06892949634133982,-0.09940013904413114,0.47755704129864185
2025-01-01,4.845679339471663,-2.191855459283761,-2.202978302560868,2.5,2.6362568208156514,0.2365904220025606,-2.791510318069955,-0.25,-0.007088005130339248,-0.04690568167343878,0.1466072310543436,-0.1355206143303489,-0.08477920548123516,0.17028648683974668
2025-02-01,4.754998028760265,-2.2254063472332644,-2.1951849572285296,2.5,2.987582643320387,-0.2365123921993812,-2.427124004723369,0.0,-0.09068131071139796,-0.03355088794950323,0.00779334533233822,0.35132582250473554,-0.4731028142019418,0.3643863133465861
2025-03-01,4.712874138323205,-2.149497748833383,-2.1348552051874408,2.5,2.929231209984358,-0.4631771888153519,-2.258328975030294,0.0,-0.04212389043706022,0.07590859839988129,0.06032975204108881,-0.05835143333602888,-0.22666479661597072,0.16879502969307492
2025-04-01,4.675595477701942,-2.2003127841786903,-2.173254444756404,2.25,3.3937744130733494,-1.024564647933873,-2.5106066010405748,-0.25,-0.03727866062126228,-0.05081503534530718,-0.038399239568963406,0.46454320308899133,-0.5613874591185211,-0.2522776260102808
2025-05-01,4.477053567928874,-2.2040254714735883,-2.041236541806363,2.25,3.3124527995549697,-1.102850318725653,-3.2418385352392955,0.0,-0.19854190977306807,-0.0037126872948980427,0.13201790295004123,-0.08132161351837963,-0.07828567079178006,-0.7312319341987208
2025-06-01,4.528391870154675,-2.334050641020118,-2.5185811786006105,2.25,3.4074815351863963,-1.338442576591059,-3.0458511462743068,0.0,0.05133830222580027,-0.13002516954652954,-0.47734463679424755,0.09502873563142655,-0.23559225786540594,0.1959873889649888
2025-07-01,4.322034992050072,-2.173660064733891,-2.0763498691036366,2.25,3.363758551755491,-1.4252722695299995,-2.521263230486732,0.0,-0.2063568781046028,0.16039057628622677,0.44223130949697387,-0.043722983430905416,-0.0868296929389405,0.5245879157875746
2025-08-01,4.429267050662455,-2.2408373023997634,-2.417904106964412,2.25,3.5333621876842822,-1.5952060595545152,-2.685510451841008,0.0,0.10723205861238316,-0.06717723766587236,-0.34155423786077543,0.16960363592879135,-0.1699337900245157,-0.16424722135427583
2025-09-01,4.389163017703845,-2.187349176217729,-2.407969803001264,2.25,3.6746219859349054,-1.701326618631959,-2.669565176312381,0.0,-0.04010403295860954,0.05348812618203436,0.009934303963147872,0.14125979825062318,-0.10612055907744389,0.0159452755286269
2025-10-01,4.3172226025039935,-2.158601430818765,-2.1451702666995085,2.25,3.7591418830921737,-1.7568741504585286,-2.6280810919601043,0.0,-0.07194041519985195,0.028747745398963964,0.2627995363017557,0.08451989715726826,-0.05554753182656946,0.041484084352276795
