Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
18/05/2026,0,"2,250 %",05/03/2026
17/08/2026,0,"2,290 %",05/03/2026
14/09/2026,0,"2,310 %",05/03/2026
15/03/2027,0,"2,430 %",05/03/2026
15/04/2030,0,"2,790 %",05/03/2026
14/04/2031,0,"2,870 %",05/03/2026
18/06/2035,0,"3,060 %",05/03/2026
18/07/2039,0,"3,290 %",05/03/2026
14/08/2045,0,"3,620 %",05/03/2026
19/04/2055,0,"4,000 %",05/03/2026
Total,0,,
