Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
18/05/2026,0,"2,260 %",08/04/2026
17/08/2026,0,"2,320 %",08/04/2026
15/02/2027,0,"2,440 %",08/04/2026
20/09/2027,0,"2,470 %",08/04/2026
15/04/2030,0,"2,850 %",08/04/2026
14/04/2031,0,"2,910 %",08/04/2026
18/06/2035,0,"3,180 %",08/04/2026
18/07/2039,0,"3,510 %",08/04/2026
14/08/2045,0,"3,690 %",08/04/2026
19/04/2055,0,"4,010 %",08/04/2026
Total,0,,
