Date,3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,30Y
2004-02-01,0.032656440172519396,0.03227641608823125,0.035015689920801445,0.04811152067776973,0.04622519361140942,0.044338866545049115,0.04245253947868881,0.04390448595328649,0.045356432427884175,0.04680837890248185,0.04826032537707953,0.04971227185167721,0.05138524314542405,0.053058214439170893,0.05473118573291774,0.05640415702666458,0.058077128320411425,0.058078120726699205,0.058079113132986984,0.058080105539274764,0.05808109794556255,0.05808209035185033,0.05808209035185033
2004-03-01,0.030978557467970264,0.031447420438266864,0.0338318517603459,0.03740084537464013,0.04011205421073221,0.04282326304682429,0.04553447188291636,0.04684923664036077,0.04816400139780516,0.049478766155249564,0.05079353091269396,0.05210829567013836,0.05330819331901331,0.05450809096788827,0.05570798861676323,0.056907886265638176,0.058107783914513135,0.05810874433217001,0.05810970474982687,0.05811066516748375,0.058111625585140624,0.0581125860027975,0.0581125860027975
2004-04-01,0.029610869565217388,0.030376929628979886,0.03210738670754824,0.03650904408589587,0.03936315974041464,0.04221727539493342,0.045071391049452195,0.04647958062899349,0.04788777020853479,0.049295959788076084,0.05070414936761737,0.05211233894715867,0.05328943637511824,0.05446653380307781,0.05564363123103738,0.056820728658996955,0.05799782608695652,0.05799782608695652,0.05799782608695652,0.05799782608695652,0.05799782608695652,0.05799782608695652,0.05799782608695652
2004-05-01,0.026690287096980295,0.028199981861440862,0.03049797733365929,0.03563509009692509,0.03847342606879153,0.04131176204065799,0.044150098012524445,0.04571649394247375,0.04728288987242306,0.048849285802372355,0.050415681732321665,0.05198207766227097,0.05316296297560244,0.054343848288933926,0.055524733602265404,0.05670561891559689,0.057886504228928375,0.05850750259113335,0.05912850095333832,0.0597494993155433,0.06037049767774827,0.06099149603995325,0.061000000000000006
2004-06-01,0.025464556113845366,0.027246853132181025,0.029875746538771942,0.03454066038114324,0.03754565409684103,0.04055064781253882,0.04355564152823662,0.045202649179879456,0.04684965683152229,0.04849666448316512,0.05014367213480796,0.051790679786450786,0.05300979360003771,0.05422890741362465,0.055448021227211576,0.0566671350407985,0.057886248854385425,0.05850729758015009,0.059128346305914736,0.0597493950316794,0.06037044375744405,0.06099149248320871,0.061
2004-07-01,0.02466553042521994,0.025424166422287394,0.027661406105209094,0.032369450084116964,0.03551244146880597,0.03865543285349499,0.041798424238184,0.04360087819560117,0.045403332153018346,0.04720578611043551,0.049008240067852676,0.05081069402526985,0.052075482613720386,0.053340271202170914,0.05460505979062146,0.05586984837907199,0.05713463696752252,0.057905597353781695,0.05867655774004086,0.05944751812630003,0.060218478512559195,0.06098943889881837,0.061000000000000006
2004-08-01,0.023714869546935774,0.02452649950792893,0.026648363368572115,0.031323378461566354,0.03448138634848416,0.03763939423540197,0.04079740212231978,0.04262909206303331,0.044460782003746833,0.046292471944460366,0.04812416188517389,0.04995585182588743,0.05113073052045734,0.05230560921502726,0.05348048790959718,0.0546553666041671,0.05583024529873703,0.056759148619941996,0.05768805194114698,0.05861695526235195,0.05954585858355693,0.060474761904761906,0.060474761904761906
2004-09-01,0.023332302459445318,0.024567065101661813,0.026716710528450278,0.030845694582472136,0.03400191494051092,0.03715813529854971,0.040314355656588495,0.04215847802090519,0.044002600385221885,0.04584672274953858,0.047690845113855275,0.04953496747817197,0.05078297999118234,0.05203099250419271,0.05327900501720307,0.05452701753021343,0.055775030043223796,0.056707452606007604,0.05763987516879142,0.058572297731575226,0.05950472029435905,0.060437142857142856,0.060437142857142856
2004-10-01,0.023425197255574615,0.02442880583384739,0.026940319734146848,0.03095921214783033,0.03394418271234128,0.03692915327685223,0.03991412384136317,0.04178430019023374,0.04365447653910431,0.04552465288797489,0.04739482923684545,0.049265005585716025,0.05052268817638991,0.051780370767063794,0.05303805335773768,0.05429573594841157,0.05555341853908546,0.0565481893767229,0.05754296021436036,0.05853773105199782,0.05953250188963528,0.060527272727272735,0.060527272727272735
2004-11-01,0.023157330807760494,0.023769106593597225,0.026044337035637282,0.03022259159193202,0.033415757707598914,0.0366089238232658,0.03980208993893268,0.041606052150385125,0.04341001436183758,0.04521397657329002,0.04701793878474247,0.04882190099619491,0.050094463176110396,0.051367025356025865,0.052639587535941335,0.053912149715856804,0.05518471189577227,0.05618081713566544,0.05717692237555861,0.05817302761545177,0.05916913285534493,0.0601652380952381,0.0601652380952381
