Date,beta0,beta1,beta2,lambda,rmse
2004-10-01,5.311950813745113,-3.360264681969467,-1.5113313062754263,2.5999999999999996,0.002632803893534874
2004-11-01,5.26095106473402,-3.2528737824609912,-2.4434103980405473,2.3,0.0032731278446823144
2004-12-01,5.132427441653105,-3.05596804908972,-2.7693242361400046,2.1999999999999997,0.0024442651527747756
2005-01-01,4.874641027222679,-2.8028627364257774,-2.4407073898353278,2.3999999999999995,0.001600494715140257
2005-02-01,4.705474671290109,-2.6940753286072123,-1.8186522846935806,2.5999999999999996,0.0010308699350946287
2005-03-01,4.4726542594539564,-2.470666937168579,-1.5880231314849569,2.3,0.0010895278758552998
2005-04-01,4.718500767728138,-2.719347674012426,-1.7126456981809348,2.3,0.0008489836823034967
2005-05-01,4.6431974360754005,-2.633738532328624,-2.1388846836157045,2.3999999999999995,0.00132384502542224
2005-06-01,4.418529747228895,-2.381942557174347,-2.627726387240744,2.0999999999999996,0.009125584827308091
2005-07-01,4.210016764564589,-2.12609901549225,-3.1003622684611725,1.8999999999999997,0.0015349159240455438
2005-08-01,4.265721704377721,-2.194659358499398,-2.7042188864233987,2.0999999999999996,0.00267116620043796
2005-09-01,4.229988333017472,-2.1567769365011875,-2.330167419642492,2.1999999999999997,0.00318831989163895
2005-10-01,4.106336828097559,-2.0722852425391736,-1.9917117250588596,2.5999999999999996,0.0015976037334525755
2005-11-01,4.176168007830134,-2.12858002756097,-0.5423998512147356,3.7999999999999994,0.015107506477507537
2005-12-01,4.177615476640682,-1.9385666324280342,-0.0027418180326355657,3.8999999999999995,0.02599506198701748
2006-01-01,4.019178736013299,-1.6429405478160717,0.006249033043076303,4.399999999999999,0.02975971282679392
2006-02-01,3.869429951108224,-1.444452415004955,0.001598783361218197,3.8999999999999995,0.033914021396509036
2006-03-01,3.95875055177255,-1.4891172557324357,-0.011027547112942132,3.1999999999999993,0.03204347472195497
2006-04-01,4.015210530284989,-1.4398517736571945,0.022179220582765346,2.3999999999999995,0.0444718171666863
2006-05-01,4.330507641792537,-1.743336637208729,0.014854933927438111,2.1999999999999997,0.04667428281138844
2006-06-01,4.444581033515243,-1.740835745136698,-0.008619388682392835,2.5999999999999996,0.04831474588681175
2006-07-01,4.439354246701431,-1.611569663447201,-0.006228985915764916,2.6999999999999993,0.05440319038266379
2006-08-01,4.407482742852134,-1.4519611874039682,-0.005986287846171815,2.5999999999999996,0.06248722113856214
2006-09-01,4.334911927080322,-1.1942091022163512,0.0030279610725578664,3.999999999999999,0.05925026256948285
2006-10-01,4.177237631438208,-0.8827545455077667,-0.14690089607465293,4.899999999999999,0.05842535313748875
2006-11-01,4.025283934019523,-0.6868951788918248,-0.010075622470122286,4.899999999999999,0.04848997524859392
2006-12-01,3.9778334463416254,-0.5177184056142619,-0.17255251001229413,4.899999999999999,0.04840659009321748
2007-01-01,4.023909584755547,-0.48600133163883474,-0.15585584814157477,4.899999999999999,0.043194703935571635
2007-02-01,4.167676628179539,-0.5552277651175122,-0.0024580679140175,2.8999999999999995,0.044848433118431966
2007-03-01,4.236785342531111,-0.5517367064822944,0.0033393669122111632,4.1,0.03816581965103908
2007-04-01,4.333417880333884,-0.5656496580166861,-0.5337081433929053,4.899999999999999,0.03215717048252801
2007-05-01,4.504774644300415,-0.6313794021219205,-0.2850622597411646,4.899999999999999,0.04127119828112911
2007-06-01,4.513729102925264,-0.5458314210932804,-0.0007334170474902421,4.899999999999999,0.051326526283934346
2007-07-01,4.662120558186894,-0.7663369897098576,0.007022079294433268,1.1999999999999997,0.051547972152869784
2007-08-01,4.5875475880101275,-0.655223232126609,-0.005734287639416455,0.8999999999999999,0.04692053720130229
2007-09-01,4.763666534034121,-0.7712555508750448,-0.44575077095713916,4.499999999999999,0.01650507659424907
2007-10-01,4.874282401294471,-0.9787079373148644,-0.8247794209874519,3.8999999999999995,0.00981218424640577
2007-11-01,4.861023931084806,-1.0010411427503432,-0.420048289832653,4.599999999999999,0.018549561166719103
2007-12-01,4.858326936880709,-0.9179248072526232,-1.694333346280235,2.8999999999999995,0.013145554119732145
2008-01-01,4.956049187042998,-1.0746991133844088,-1.200742772996186,3.2999999999999994,0.023971865103537087
2008-02-01,4.975294163056623,-1.0541834904872558,-2.571025443618554,2.4999999999999996,0.00852362583969082
2008-03-01,5.039762729118565,-1.020560754703034,-4.132442947615412,1.8999999999999997,0.005978618695892594
2008-04-01,5.240671360711598,-1.2425493557667289,-4.123074578339034,2.3999999999999995,0.0030349495254618467
