Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
19/01/2026,0,"2,200 %",05/11/2025
16/03/2026,0,"2,220 %",05/11/2025
14/09/2026,0,"2,240 %",05/11/2025
15/03/2027,0,"2,290 %",05/11/2025
15/05/2028,0,"2,350 %",10/11/2025
14/04/2031,0,"2,550 %",05/11/2025
18/06/2035,0,"2,800 %",05/11/2025
18/07/2039,0,"3,120 %",05/11/2025
14/08/2045,0,"3,380 %",05/11/2025
19/04/2055,0,"3,840 %",05/11/2025
Total,0,,
