Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
16/03/2026,0,"2,250 %",13/02/2026
18/05/2026,0,"2,290 %",13/02/2026
14/09/2026,0,"2,300 %",13/02/2026
15/03/2027,0,"2,330 %",13/02/2026
15/04/2030,0,"2,760 %",13/02/2026
14/04/2031,0,"2,830 %",13/02/2026
18/06/2035,0,"3,060 %",13/02/2026
18/07/2039,0,"3,290 %",13/02/2026
14/08/2045,0,"3,590 %",13/02/2026
19/04/2055,0,"4,000 %",13/02/2026
Total,0,,
