Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
20/07/2026,0,"2,210 %",12/06/2026
16/11/2026,0,"2,270 %",12/06/2026
15/02/2027,0,"2,310 %",12/06/2026
20/09/2027,0,"2,430 %",12/06/2026
17/07/2028,0,"2,660 %",12/06/2026
15/04/2030,0,"2,890 %",12/06/2026
20/10/2031,0,"3,030 %",12/06/2026
18/06/2035,0,"3,230 %",12/06/2026
18/07/2039,0,"3,630 %",12/06/2026
14/08/2045,0,"3,730 %",12/06/2026
19/04/2055,0,"4,070 %",12/06/2026
Total,0,,
