Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
18/05/2026,0,"2,260 %",09/04/2026
17/08/2026,0,"2,310 %",09/04/2026
15/02/2027,0,"2,440 %",09/04/2026
20/09/2027,0,"2,470 %",09/04/2026
15/04/2030,0,"2,810 %",09/04/2026
14/04/2031,0,"2,920 %",09/04/2026
18/06/2035,0,"3,160 %",09/04/2026
18/07/2039,0,"3,500 %",09/04/2026
14/08/2045,0,"3,670 %",09/04/2026
19/04/2055,0,"4,000 %",09/04/2026
Total,0,,
