Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
20/07/2026,0,"2,210 %",10/06/2026
16/11/2026,0,"2,260 %",10/06/2026
15/02/2027,0,"2,290 %",10/06/2026
11/10/2027,0,"2,290 %",15/06/2026
15/04/2030,0,"2,770 %",10/06/2026
19/04/2032,0,"2,970 %",15/06/2026
18/06/2035,0,"3,180 %",10/06/2026
18/07/2039,0,"3,580 %",10/06/2026
14/08/2045,0,"3,680 %",10/06/2026
19/04/2055,0,"4,040 %",10/06/2026
Total,0,,
