Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
17/11/2025,0,"2,160 %",01/10/2025
19/01/2026,0,"2,200 %",01/10/2025
06/04/2026,0,"2,090 %",06/10/2025
15/03/2027,0,"2,260 %",01/10/2025
17/01/2028,0,"2,300 %",06/10/2025
14/10/2030,0,"2,480 %",01/10/2025
18/06/2035,0,"2,760 %",01/10/2025
18/07/2039,0,"3,050 %",01/10/2025
14/08/2045,0,"3,290 %",01/10/2025
14/02/2056,0,"3,770 %",06/10/2025
Total,0,,
