Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
18/05/2026,0,"2,270 %",27/03/2026
17/08/2026,0,"2,340 %",27/03/2026
15/02/2027,0,"2,460 %",27/03/2026
20/09/2027,0,"2,590 %",27/03/2026
15/04/2030,0,"2,950 %",27/03/2026
14/04/2031,0,"3,010 %",27/03/2026
18/06/2035,0,"3,290 %",27/03/2026
18/07/2039,0,"3,520 %",27/03/2026
14/08/2045,0,"3,650 %",27/03/2026
19/04/2055,0,"4,090 %",27/03/2026
Total,0,,
