Date,beta0,beta1,beta2,lambda,rmse
2017-08-01,5.29300132531304,-3.051816981370126,-2.040491698984289,4.899999999999999,0.02471836637138619
2017-09-01,5.278959958411552,-3.0556613509421893,-1.998949243195267,4.899999999999999,0.019226667841447914
2017-10-01,5.260691432658924,-3.0444065520012935,-2.090039468481668,4.899999999999999,0.024847510345083885
2017-11-01,5.164954530421021,-2.9718228951582093,-2.1560740957294224,4.899999999999999,0.02212275893447861
2017-12-01,5.115481093574306,-2.945589126867283,-1.9460202613916038,4.899999999999999,0.021008631941601186
2018-01-01,5.023737573394383,-2.8067804726694114,-1.737237696256966,4.899999999999999,0.02908005472413283
2018-02-01,4.920095482842811,-2.651202462824115,-1.4047635974841244,4.899999999999999,0.028911979267371966
2018-03-01,5.100691137386462,-2.8391156519097516,-1.908443080428203,4.899999999999999,0.022205197424682317
2018-04-01,5.1239167296667,-2.9209027082274304,-2.0102550451370225,4.899999999999999,0.016014600877795673
2018-05-01,5.114902148234638,-2.874764162989339,-2.075780265423701,4.899999999999999,0.013522343943502282
2018-06-01,5.112375922254947,-2.8272896073846883,-2.157606460395998,4.899999999999999,0.018567590184324963
2018-07-01,5.06786732782836,-2.7740554008712786,-2.0455062071212846,4.899999999999999,0.027303958245455524
2018-08-01,5.069708579008827,-2.7562464542142195,-2.085741554241518,4.899999999999999,0.02611833846660212
2018-09-01,5.047084288325213,-2.72705746695203,-1.993886101446058,4.899999999999999,0.027693820645779483
2018-10-01,4.999133725321407,-2.664861289517791,-1.8709239529464392,4.899999999999999,0.02917742431720326
2018-11-01,4.937686553308548,-2.5994585506155485,-1.6825272276642647,4.899999999999999,0.03134948705175815
2018-12-01,4.929174625716221,-2.6089113360274374,-1.55475530715729,4.899999999999999,0.03427400281593479
2019-01-01,4.928087818963841,-2.592912094286735,-1.5741537950192417,4.899999999999999,0.03197527109683143
2019-02-01,4.961859325770282,-2.611617832200888,-1.7102559241997888,4.899999999999999,0.022507171861364913
2019-03-01,5.041008479738939,-2.686191387139708,-2.273916586059813,4.899999999999999,0.023089235460952012
2019-04-01,5.066532681396784,-2.7174665774398346,-2.583385321215541,4.899999999999999,0.01905293854663777
2019-05-01,5.036913128898883,-2.692406592303262,-2.6382990043664676,4.899999999999999,0.019204812251762533
2019-06-01,4.975366721046635,-2.6317188943238987,-2.826013535524616,4.899999999999999,0.028002628042983688
