Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
17/11/2025,0,"2,110 %",04/11/2025
20/04/2026,0,"2,260 %",04/11/2025
14/09/2026,0,"2,250 %",31/10/2025
15/03/2027,0,"2,330 %",31/10/2025
15/04/2030,0,"2,570 %",31/10/2025
14/04/2031,0,"2,610 %",04/11/2025
18/06/2035,0,"2,830 %",31/10/2025
18/07/2039,0,"3,130 %",31/10/2025
14/08/2045,0,"3,400 %",31/10/2025
19/04/2055,0,"3,840 %",31/10/2025
Total,0,,
