Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
16/03/2026,0,"2,260 %",16/02/2026
18/05/2026,0,"2,270 %",16/02/2026
14/09/2026,0,"2,300 %",16/02/2026
15/03/2027,0,"2,360 %",16/02/2026
15/04/2030,0,"2,760 %",16/02/2026
14/04/2031,0,"2,840 %",16/02/2026
18/06/2035,0,"3,060 %",16/02/2026
18/07/2039,0,"3,310 %",16/02/2026
14/08/2045,0,"3,590 %",16/02/2026
19/04/2055,0,"4,000 %",16/02/2026
Total,0,,
