Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
19/01/2026,0,"2,180 %",22/10/2025
16/03/2026,0,"2,230 %",22/10/2025
14/09/2026,0,"2,240 %",22/10/2025
15/03/2027,0,"2,340 %",22/10/2025
17/01/2028,0,"2,430 %",27/10/2025
14/04/2031,0,"2,650 %",22/10/2025
18/06/2035,0,"2,880 %",22/10/2025
18/07/2039,0,"3,150 %",22/10/2025
14/08/2045,0,"3,350 %",22/10/2025
19/04/2055,0,"3,780 %",22/10/2025
Total,0,,
