Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
16/03/2026,0,"2,280 %",27/01/2026
18/05/2026,0,"2,370 %",27/01/2026
14/09/2026,0,"2,420 %",27/01/2026
15/03/2027,0,"2,580 %",27/01/2026
15/04/2030,0,"2,870 %",27/01/2026
14/04/2031,0,"2,940 %",27/01/2026
18/06/2035,0,"3,130 %",27/01/2026
18/07/2039,0,"3,350 %",27/01/2026
14/08/2045,0,"3,550 %",27/01/2026
19/04/2055,0,"3,950 %",27/01/2026
Total,0,,
