Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
16/03/2026,0,"2,246 %",15/01/2026
18/05/2026,0,"2,300 %",15/01/2026
14/09/2026,0,"2,350 %",15/01/2026
15/03/2027,0,"2,480 %",15/01/2026
15/04/2030,0,"2,738 %",15/01/2026
20/10/2031,0,"2,838 %",19/01/2026
18/06/2035,0,"3,026 %",15/01/2026
18/07/2039,0,"3,310 %",15/01/2026
14/08/2045,0,"3,550 %",15/01/2026
19/04/2055,0,"3,942 %",15/01/2026
Total,0,,
