Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
20/07/2026,0,"2,210 %",15/05/2026
17/08/2026,0,"2,240 %",15/05/2026
15/02/2027,0,"2,280 %",15/05/2026
20/09/2027,0,"2,330 %",15/05/2026
15/04/2030,0,"2,760 %",15/05/2026
20/10/2031,0,"2,910 %",15/05/2026
18/06/2035,0,"3,120 %",15/05/2026
18/07/2039,0,"3,440 %",15/05/2026
14/08/2045,0,"3,680 %",15/05/2026
19/04/2055,0,"4,000 %",15/05/2026
Total,0,,
