Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
16/03/2026,0,"2,260 %",04/02/2026
18/05/2026,0,"2,340 %",04/02/2026
14/09/2026,0,"2,370 %",04/02/2026
15/03/2027,0,"2,480 %",04/02/2026
18/09/2028,0,"2,750 %",09/02/2026
14/04/2031,0,"2,920 %",04/02/2026
18/06/2035,0,"3,110 %",04/02/2026
18/07/2039,0,"3,350 %",04/02/2026
14/08/2045,0,"3,580 %",04/02/2026
19/04/2055,0,"4,000 %",04/02/2026
Total,0,,
