Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
16/03/2026,0,"2,250 %",11/02/2026
18/05/2026,0,"2,280 %",11/02/2026
14/09/2026,0,"2,310 %",11/02/2026
15/02/2027,0,"2,400 %",16/02/2026
15/03/2027,0,"2,410 %",11/02/2026
15/04/2030,0,"2,830 %",11/02/2026
14/04/2031,0,"2,880 %",11/02/2026
20/10/2031,0,"2,940 %",16/02/2026
18/06/2035,0,"3,100 %",11/02/2026
18/07/2039,0,"3,340 %",11/02/2026
14/08/2045,0,"3,590 %",11/02/2026
19/04/2055,0,"4,010 %",11/02/2026
Total,0,,
