Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
15/06/2026,0,"2,180 %",09/06/2026
19/10/2026,0,"2,220 %",09/06/2026
17/05/2027,0,"2,290 %",09/06/2026
20/09/2027,0,"2,350 %",05/06/2026
15/04/2030,0,"2,720 %",05/06/2026
19/04/2032,0,"2,970 %",09/06/2026
18/06/2035,0,"3,150 %",05/06/2026
18/07/2039,0,"3,580 %",05/06/2026
14/08/2045,0,"3,680 %",05/06/2026
19/04/2055,0,"4,030 %",05/06/2026
Total,0,,
