Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
20/07/2026,0,"2,210 %",20/05/2026
16/11/2026,0,"2,240 %",20/05/2026
15/02/2027,0,"2,270 %",20/05/2026
11/10/2027,0,"2,330 %",25/05/2026
13/11/2028,0,"2,450 %",25/05/2026
20/10/2031,0,"2,890 %",20/05/2026
18/06/2035,0,"3,100 %",20/05/2026
18/07/2039,0,"3,490 %",20/05/2026
14/08/2045,0,"3,620 %",20/05/2026
19/04/2055,0,"3,980 %",20/05/2026
Total,0,,
