Date,beta0_ecb,beta1_ecb,beta2_ecb
2018-07-25,1.417209308800241,-1.955528689442847,-3.215059924514266
2018-07-26,1.4180117713898581,-1.9626154059633558,-3.2187054079684096
2018-07-27,1.4251542899374374,-2.0059593126064263,-3.145314216019707
2018-07-31,1.4580563030226896,-1.9830086000074938,-3.169465714649554
2018-08-01,1.4992944025852322,-2.067446683860686,-3.0685044155767223
2018-08-02,1.4948086575880017,-2.037161234785847,-3.151294676690118
2018-08-03,1.4349023714063271,-1.9922222108348757,-3.1489849524441196
2018-08-06,1.4047123991403938,-1.9369304834666914,-3.158177356776139
2018-08-07,1.4326967473178085,-1.9610722277396566,-3.187180769563446
2018-08-08,1.4386964715910184,-1.934296758457143,-3.278009467409443
2018-08-09,1.4222814475846641,-1.9277476502619662,-3.3247386795255616
2018-08-10,1.365156834150671,-1.8713656965734575,-3.338239390168313
2018-08-13,1.3687385371781247,-1.8798357571020854,-3.3436797716401374
2018-08-15,1.3548110185150204,-1.857595609109036,-3.3666952412265325
2018-08-16,1.3505700062555515,-1.85043219719623,-3.3527414066052077
2018-08-17,1.3418763101270033,-1.8435545760213081,-3.358431096506454
2018-08-24,1.3931776357329775,-1.897955345583699,-3.2490633453537936
2018-08-27,1.4160584450034643,-1.9380395547137597,-3.2210933327038664
2018-08-28,1.435625079542482,-1.9405930665813336,-3.266087446738681
2018-08-29,1.459327200702455,-1.9724470060183052,-3.2321373165898786
2018-08-30,1.4064229525947436,-1.9309487416332858,-3.2514310907709247
2018-08-31,1.379235445674208,-1.8937048928629703,-3.2516749091110984
2018-09-03,1.372742501736397,-1.8749254510686875,-3.2750178900057323
2018-09-04,1.3836624004009683,-1.8746781969689112,-3.2556220923713597
2018-09-05,1.4315647029525176,-1.9199869962484035,-3.217387517928532
2018-09-06,1.4035425161748745,-1.899551278538977,-3.201365967640425
2018-09-07,1.4223667999752854,-1.9220350123415675,-3.1879592367211163
2018-09-10,1.4469744391261756,-1.9299802076031187,-3.2227730433153012
2018-09-12,1.4404542643571143,-1.943071094525202,-3.182642913118688
2018-09-13,1.4736779931354156,-1.9770724311044585,-3.1896764522433148
2018-09-14,1.49185615280267,-1.9868617547900227,-3.18525663397665
2018-09-17,1.4768259046314152,-1.9985311056746515,-3.057776247763532
2018-09-18,1.4889573594855499,-2.0136204205317867,-3.046214934822269
2018-09-19,1.511268550531054,-2.0246100603529413,-3.0831537310081383
2018-09-20,1.5145297353774536,-2.0453498559967382,-3.062014304976113
2018-09-21,1.4885047265983544,-2.010704625118924,-3.0952201196508153
2018-09-24,1.5090127367835466,-2.061423763377133,-2.9224467253276782
2018-09-25,1.52806890131346,-2.0887527563443884,-2.88092142073928
2018-09-26,1.5130091441277929,-2.0775065448587298,-2.826967241267386
2018-09-27,1.4683457642210311,-2.052761719608338,-2.7064992854116743
2018-09-28,1.4449135131265645,-2.006198938937503,-2.838196273082721
2018-10-01,1.4911512495225452,-2.0550426078123727,-2.8886020339724316
2018-10-02,1.4377721545755846,-1.9797166221935019,-2.982652663311669
2018-10-03,1.4467523087589491,-2.001697364106284,-2.9061296890930257
2018-10-04,1.4989715999898576,-2.093005745282241,-2.7632242768675477
2018-10-05,1.546593017389668,-2.1414630193483353,-2.811477228012406
2018-10-08,1.5516359753648334,-2.143850506342939,-2.8980157996784643
2018-10-09,1.5704237617934742,-2.1547149311451363,-2.951470107254594
2018-10-10,1.5653534951126296,-2.1740079287278964,-2.8333611248971065
2018-10-11,1.5357681974221657,-2.1622269457245267,-2.8153794078622663
2018-10-12,1.5183449770628172,-2.153080848938038,-2.8399624263392576
2018-10-15,1.5238569992038584,-2.1775202329521455,-2.8720809055431724
2018-10-16,1.5056487716554252,-2.177254650504997,-2.8293121177084615
2018-10-17,1.4880552386627375,-2.146701179200334,-2.872936790495501
2018-10-18,1.4855139429922222,-2.1522742962249883,-2.8856910185608937
2018-10-19,1.4493554707767655,-2.1369849857707797,-2.851422871133236
2018-10-22,1.442845363579807,-2.12822880272904,-2.790586051386336
2018-10-23,1.4110194029905336,-2.1024247043075324,-2.778499170675394
2018-10-24,1.4158292960621157,-2.0880698616548647,-2.8853402437285207
2018-10-25,1.4123778589458185,-2.0985823076599632,-2.860129669254806
2018-10-26,1.3698845508404334,-2.059499694190503,-2.8616251028030453
2018-10-29,1.422307454025744,-2.119197293602908,-2.8755020805191354
2018-10-30,1.4020292908987815,-2.0988973663169257,-2.8954536793568746
2018-10-31,1.4032920624042915,-2.082094954375015,-2.8797938711953837
