Date,beta0,beta1,beta2
2009-10-08,4.738937963516848,-1.4732315316847064,-1.7256111020627285
2009-10-09,4.737481713261033,-1.4721711688647572,-1.7136801480946555
2009-10-12,4.737806322957925,-1.4716618247702462,-1.7591923161934928
2009-10-13,4.740023630982209,-1.4732716438405589,-1.810354063214275
2009-10-14,4.742196373692337,-1.4737812306376308,-1.8723624466187225
2009-10-15,4.743151291811207,-1.4716393163941477,-1.8217933123777827
2009-10-16,4.742164219238697,-1.4700266300131208,-1.8001173311492407
2009-10-19,4.742484039717985,-1.4705406424681513,-1.850361909347786
2009-10-20,4.742228585933804,-1.468944417598688,-1.8077244319364547
2009-10-21,4.744562419689796,-1.4682309770128876,-1.8528624273337824
2009-10-22,4.747451389543455,-1.4664816588466896,-1.8770515900154043
2009-10-23,4.748708218062765,-1.4638000198840317,-1.824310178477768
2009-10-26,4.749238338872645,-1.4625005894026701,-1.8055771286400535
2009-10-27,4.748427667656253,-1.4635243151305393,-1.7977172997785829
2009-10-28,4.749202546179927,-1.464908635498638,-1.7789249082132128
2009-10-29,4.7479759823463485,-1.464377281090959,-1.7251140096278406
2009-10-30,4.745764619463174,-1.4646781787870802,-1.6974045179987716
2009-11-02,4.744075378529963,-1.4639442716999829,-1.6832479509309484
2009-11-03,4.742972874045187,-1.463194211956358,-1.6978812096073503
2009-11-04,4.738803947426017,-1.4599239752580329,-1.698770436727564
2009-11-05,4.73723986832633,-1.4574498253171808,-1.6789426533872256
2009-11-09,4.733095097886219,-1.4547742752432085,-1.663230480547582
2009-11-10,4.729435186189549,-1.4523966642325772,-1.6639278435814682
2009-11-11,4.726941630415166,-1.4490592208210475,-1.6584214287105192
2009-11-12,4.7237779335544925,-1.4460924138100582,-1.5960044420101276
2009-11-13,4.7198395745397645,-1.4438003788985638,-1.5624426140517271
2009-11-16,4.717291378044633,-1.4426673255313502,-1.5310541734013514
2009-11-17,4.715875983194072,-1.440930135991443,-1.4971917573821638
2009-11-19,4.7148272880408015,-1.4404005409899276,-1.509471131249949
2009-11-20,4.713976767844306,-1.4400424028446217,-1.5086816091224273
2009-11-23,4.713174737680435,-1.4394476847768622,-1.5031637269892624
2009-11-24,4.712123112401773,-1.4377434202339405,-1.487738342040137
2009-11-25,4.711103935402046,-1.437217551714996,-1.476908762287436
