Date,rate_unit,3M_x,6M_x,1Y_x,2Y_x,3Y_x,4Y_x,5Y_x,6Y_x,7Y_x,8Y_x,9Y_x,10Y_x,11Y_x,12Y_x,13Y_x,14Y_x,15Y_x,16Y_x,17Y_x,18Y_x,19Y_x,20Y_x,30Y_x
2004-09-06,decimal,0.024264849784541513,0.0253154431245152,0.02733020300440136,0.031036821432131833,0.03435292039606916,0.03732174216674657,0.039981634389698414,0.04236661061140776,0.04450684616775055,0.046429116921996305,0.048157187469547044,0.04971215465800337,0.05111275159202629,0.052375616692383935,0.05351553184831773,0.05454563323379448,0.05547759794413968,0.05632180924362311,0.057087502891181315,0.05778289672565784,0.05841530543934476,0.05899124224535137,0.06265766904514893
2004-09-07,decimal,0.024318091806592824,0.02536395589138267,0.02736973417030263,0.03106015767576103,0.03436217624040286,0.03731877124172939,0.039968060964322705,0.0423438573520279,0.04447615857182253,0.04639158482314439,0.04811376396287839,0.049663672753172516,0.051059938865038214,0.05231910817493533,0.053455881365101356,0.05448332337317864,0.055413048825587445,0.056255386225781995,0.05701952334744536,0.05771363599890692,0.05834500207426054,0.05892010258498299,0.06258477455422119
2004-09-08,decimal,0.02389312403975664,0.02495426017344514,0.026989019276764222,0.030731611053806472,0.03407887534397278,0.0370746535125839,0.039757819497733646,0.0421628490792564,0.044320323467035454,0.046257374819680855,0.047998080420032826,0.04956381145239833,0.05097354163588622,0.05224412035805556,0.053390514413959984,0.054426021979274694,0.05536246202522238,0.05621034201100668,0.05697900636071355,0.05767676794111046,0.058311024500009585,0.05888836179793108,0.06255480520534487
2004-09-09,decimal,0.023683789672085908,0.024753665158380855,0.026804981847846295,0.030577278478222156,0.03395017849495731,0.03696803539874368,0.03967017268846438,0.04209146067064541,0.04426282668645757,0.046211706474649554,0.04796244349147909,0.0495366422159287,0.050953480768048676,0.0522299875493913,0.05338128606767392,0.05442081162463143,0.05536050311906953,0.05621097283985459,0.056981656790183355,0.05768094778985265,0.058316313341878485,0.058894400019705,0.06255740096695121
2004-09-10,decimal,0.023576748773123043,0.024645706694241574,0.02669545270715003,0.030465566951310953,0.03383739263899564,0.036855103036751734,0.03955786611487794,0.041980418177568576,0.04415357130737923,0.046104662293728636,0.047857949823743216,0.04943496592616407,0.05085482696315976,0.05213450885002628,0.0532890906394607,0.05433197012702276,0.05527505471017919,0.05612893035844878,0.056903011220882316,0.05760567210434153,0.05824436579729792,0.05882572698519425,0.06251725002844108
2004-09-13,decimal,0.023589334565485735,0.02465301993974086,0.026692969626188705,0.03044624025196092,0.033804460797581024,0.03681135001283161,0.039505679974508066,0.041921842419540355,0.04409034978415346,0.046038278510979705,0.0477896613075709,0.049365834263567686,0.05078574404794126,0.05206621980169417,0.053222213805888194,0.05426701453164096,0.05521243526053816,0.05606898109433516,0.05684599684620458,0.0575517980171236,0.058193786805865795,0.05877855487556344,0.06250456326654413
2004-09-14,decimal,0.023400833012118552,0.024471613655835438,0.026525073508700932,0.030302837381195012,0.03368252135912327,0.0367082091222775,0.03941899416836039,0.04184955130781068,0.0440306422540173,0.04598956294295324,0.047750539329287287,0.049335077622336555,0.05076227423276094,0.05204909008903195,0.05321059344203958,0.05426017479843009,0.05520973720106523,0.05606986470188515,0.05684997154272159,0.057558434268194736,0.05820270873727218,0.05878943377242972,0.06252397277037951
2004-09-15,decimal,0.023326757925311015,0.024399283587936305,0.02645641943375174,0.03024217936205617,0.03363054814584079,0.03666543286881879,0.0393857779278183,0.04182613276849344,0.04401715420247632,0.045986050878979896,0.04775697660441652,0.049351378426511404,0.050788304712729736,0.05208467784606176,0.05325553562501009,0.054314244980775354,0.05527269120587492,0.05614144551833931,0.05692991345854219,0.057646466326627975,0.058298557612980015,0.058892826148317534,0.06268877276784403
2004-09-16,decimal,0.02332893524662317,0.02440593531810052,0.026471365111232336,0.030271310366791263,0.03367103729227628,0.036714853347739974,0.03944205145454692,0.04188748420033901,0.044082071833683754,0.04605325171723437,0.047825376017271964,0.04942006362027748,0.05085651157159687,0.05215177071663249,0.05332098968187877,0.054377630853185144,0.0553336615845116,0.05619972349563665,0.056985282386041586,0.05769876099945142,0.05834765661478086,0.05893864521055311,0.06270206171322834
2004-09-17,decimal,0.023268827667599006,0.02434760261308897,0.026416450364876172,0.030222736968972434,0.03362820321518894,0.0366772188963466,0.0394091325350197,0.04185884633304816,0.04405732482714315,0.046032044928893734,0.04780739413544087,0.04940502290890445,0.05084415652621697,0.05214187108563535,0.05331333781242314,0.05437203932567128,0.05532996110358649,0.05619776100930954,0.05698491940768021,0.057699872110260494,0.05835012812687472,0.058942373972960184,0.06271437182243417
