Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
19/01/2026,0,"2,200 %",20/11/2025
16/03/2026,0,"2,260 %",20/11/2025
17/08/2026,0,"2,140 %",24/11/2025
15/03/2027,0,"2,370 %",20/11/2025
15/05/2028,0,"2,500 %",24/11/2025
14/04/2031,0,"2,680 %",20/11/2025
18/06/2035,0,"2,930 %",20/11/2025
18/07/2039,0,"3,150 %",20/11/2025
14/08/2045,0,"3,390 %",20/11/2025
19/04/2055,0,"3,850 %",20/11/2025
Total,0,,
