Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
18/05/2026,0,"2,270 %",01/04/2026
17/08/2026,0,"2,340 %",01/04/2026
15/02/2027,0,"2,460 %",01/04/2026
20/09/2027,0,"2,590 %",01/04/2026
15/04/2030,0,"2,940 %",01/04/2026
14/04/2031,0,"3,040 %",01/04/2026
18/06/2035,0,"3,290 %",01/04/2026
18/07/2039,0,"3,570 %",01/04/2026
14/08/2045,0,"3,710 %",01/04/2026
19/04/2055,0,"4,080 %",01/04/2026
Total,0,,
