Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
18/05/2026,0,"2,250 %",16/04/2026
17/08/2026,0,"2,290 %",16/04/2026
15/02/2027,0,"2,390 %",16/04/2026
20/09/2027,0,"2,440 %",16/04/2026
15/05/2028,0,"2,750 %",16/04/2026
20/10/2031,0,"2,900 %",16/04/2026
18/06/2035,0,"3,140 %",16/04/2026
18/07/2039,0,"3,460 %",16/04/2026
14/08/2045,0,"3,700 %",16/04/2026
19/04/2055,0,"4,000 %",16/04/2026
Total,0,,
