Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
16/03/2026,0,"2,250 %",12/02/2026
18/05/2026,0,"2,290 %",12/02/2026
14/09/2026,0,"2,300 %",12/02/2026
15/03/2027,0,"2,330 %",12/02/2026
18/09/2028,0,"2,590 %",12/02/2026
14/04/2031,0,"2,830 %",12/02/2026
18/06/2034,0,"2,960 %",12/02/2026
18/07/2039,0,"3,340 %",12/02/2026
14/08/2045,0,"3,590 %",12/02/2026
19/04/2055,0,"4,010 %",12/02/2026
Total,0,,
