Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
18/05/2026,0,"2,250 %",04/03/2026
17/08/2026,0,"2,290 %",04/03/2026
14/09/2026,0,"2,320 %",04/03/2026
15/03/2027,0,"2,410 %",04/03/2026
15/04/2030,0,"2,770 %",04/03/2026
14/04/2031,0,"2,860 %",04/03/2026
18/06/2035,0,"3,070 %",04/03/2026
18/07/2039,0,"3,260 %",04/03/2026
14/08/2045,0,"3,620 %",04/03/2026
19/04/2055,0,"4,000 %",04/03/2026
Total,0,,
