Date,3M_x,6M_x,1Y_x,2Y_x,3Y_x,4Y_x,5Y_x,6Y_x,7Y_x,8Y_x,9Y_x,10Y_x,11Y_x,12Y_x,13Y_x,14Y_x,15Y_x,16Y_x,17Y_x,18Y_x,19Y_x,20Y_x,30Y_x
2004-09-06,2.6265628787067077,2.7073275617657284,2.864504274811416,3.1621016713644177,3.4385513055266625,3.6952079559173336,3.933342623934393,4.1541476305848555,4.358741405974955,4.548172989893708,4.723426260821627,4.885423909660205,5.035031173503628,5.173059343857981,5.300269062851658,5.417373420170612,5.525040862690266,5.623897928059558,5.714531812819014,5.797492785001322,5.873296450567323,5.942425882470267,6.353315658457591
2004-09-07,2.582122079083531,2.66637148568479,2.830167699444235,3.139666339875281,3.426346240949442,3.6916894977583548,3.937085892446387,4.163838535275746,4.373169164511861,4.566223125636568,4.744074049168822,4.907728245218279,5.058128831811589,5.196159613010649,5.32264872188228,5.438372042476464,5.544056424121825,5.640382700549209,5.727988525604183,5.80747103660394,5.879389355731022,5.944266939232802,6.2995012298575475
2004-09-08,2.5179458638091345,2.6051147006401196,2.7744846528019953,3.0941164017292073,3.389660748404401,3.6626945357756413,3.9146959942734423,4.147050782706804,4.361057663190179,4.5579338321251655,4.738819927941055,4.90478473505743,5.056829602365426,5.195892593427281,5.322852384562392,5.438531926018308,5.543701880513433,5.639083852580833,5.725353421336625,5.803142988538648,5.873044453088614,5.935611722461193,6.256916650984198
2004-09-09,2.487420395868458,2.576394180847289,2.7492033253086374,3.0750605717212496,3.376014290120246,3.653702785925308,3.909661651191776,4.145330066287757,4.362056719414108,4.56110536698213,4.743660056483946,4.910830032193146,5.063654342813548,5.203106169047083,5.330096887973477,5.445479890120611,5.5500541641513506,5.644567663196375,5.729720466020133,5.806167745414842,5.874522555472816,5.935358448687242,6.232612769217779
2004-09-10,2.4635749425563938,2.5536198175403757,2.7284673895375753,3.05800475270206,3.362142805759184,3.6425573691194035,3.900819041845787,4.138399662991083,4.356678380859983,4.556947353818845,4.740417104858409,4.908221550782999,5.061422725647412,5.201015216885255,5.327930331465415,5.44304000837256,5.547160492729068,5.641055785955719,5.725440885503654,5.800984826876859,5.8683135399000195,5.928012530467872,6.2098843395850185
2004-09-13,2.4540626092984725,2.5447683232399645,2.7208697190945945,3.0526553872424067,3.3587178898503978,3.6407578245469385,3.9003689036675726,4.139044521781747,4.35818392453824,4.559098002856615,4.743014735050709,4.911084298114961,5.064383868130376,5.203922128549118,5.330643503990378,5.445432136121426,5.549115617202319,5.642468495936712,5.726215569391521,5.801034973920831,5.867561087251896,5.926387253159924,6.197029982766758
2004-09-14,2.433355640909371,2.5248552625122755,2.7024733318301646,3.037020122246755,3.345503216543942,3.6296485723247938,3.891073577790177,4.13129372608453,4.35172888434037,4.553709181853689,4.738480540356473,4.907209867974379,5.060989937161887,5.200843965689039,5.327729918608481,5.442544548054702,5.546127186715095,5.639263309860568,5.722687879928744,5.797088486811516,5.8631082962079235,5.921348817659846,6.183197146385076
2004-09-15,2.4256140146744984,2.5177359515447275,2.6965472842063765,3.033283891153728,3.3437104481482245,3.6295709235930187,3.892499529864717,4.134027472593103,4.355589290008675,4.558528807072765,4.744104727622032,4.913495886364748,5.06780618125555,5.20806920554288,5.335252597624585,5.45026212575783,5.553945523645363,5.647096091957235,5.730456079941995,5.8047198604302706,5.870536910733746,5.928514611190331,6.185459943241118
2004-09-16,2.4252030549621466,2.5177773450777603,2.6974511624190107,3.0357512355749607,3.3475393412042433,3.6345746136106243,3.8985054203119502,4.140876175556784,4.363133739922866,4.566633430956137,4.752644668311251,4.922356275446254,5.076881458600264,5.2172624825382625,5.344475061376838,5.45943248170452,5.562989474176091,5.6559458487877095,5.739049908125625,5.813001652021722,5.878455786241224,5.93602454706833,6.187195690130776
2004-09-17,2.41445980233458,2.5074715065556474,2.687983215450342,3.027817654622299,3.340963078381773,3.6291916336725976,3.8941638413574373,4.137435464067503,4.360463956773554,4.564614525242149,4.751165816030839,4.9213152602560895,5.076184092032892,5.216822061229982,5.344211859004602,5.459273273471479,5.562867091817808,5.65579876419552,5.738821843800419,5.812641216681171,5.877916134006578,5.935263058753644,6.182611608589278
2004-09-20,2.4052045682899,2.4985341307807607,2.679655035841113,3.0206063185698286,3.3347414292685773,3.6238418346928296,3.8895767608179845,4.133510099530344,4.357106895638047,4.561739439512515,4.748692989151817,4.919171144029143,5.074300891746831,5.2151373472540765,5.342668203199473,5.457817908873804,5.561451594149504,5.654378753836917,5.737356706950445,5.81109384450596,5.876252678651537,5.93345270516322,6.178168569054611
2004-09-21,2.400139029545174,2.4937993078540077,2.6755534956708913,3.0176635802634655,3.332822592850944,3.6228219330145994,3.88934010312524,4.133949656558196,4.358123723659272,4.563242140929117,4.750597207364836,4.921399090460475,5.076780903016921,5.21780347064153,5.345459808623388,5.460679325747439,5.564331771555168,5.657230942567063,5.740138162049272,5.813765547029763,5.8787790754447995,5.935801465521465,6.177526629617641
2004-09-22,2.3897109607420743,2.483649269452364,2.6659386606873126,3.0090391997809744,3.325088389612702,3.6158847880157583,3.88311358895352,4.1283536000284355,4.3530837959384945,4.5586894734584265,4.746468031987599,4.91763440226315,5.073326144479951,5.214608235783225,5.342477565900132,5.457867158549012,5.561650135204921,5.654643436803312,5.737611318026876,5.811268627939633,5.876283889904338,5.933282192940811,6.1737635828303805
2004-09-23,2.3786417928944927,2.4727496586348425,2.6553671844488766,2.9990818327143516,3.3156921193322115,3.6070002284513447,3.8746947485790577,4.120357664473788,4.345470924106366,4.551422606320279,4.739512713282919,4.91095861037337,5.066900134792466,5.208404392902521,5.336470265101989,5.452032635910446,5.5559663658769765,5.649090020926165,5.732169373817156,5.805920691508435,5.871013821391266,5.928075088574619,6.168585645241789
2004-09-24,2.3825575240201062,2.4766505339885163,2.6592366463539063,3.002882061134932,3.319415297152218,3.610639352177646,3.878243567800499,4.123810625388271,4.348823116854947,4.554669715883543,4.742650973710234,4.913984762129991,5.06981138502301,5.211198378421931,5.3391450179370485,5.454586551226038,5.558398172131711,5.651398752111849,5.734354343645765,5.8079814694188645,5.872950210256257,5.929887103995838,6.1691894754962595
2004-09-27,2.396655292680491,2.4908054355053526,2.673494622591408,3.0173035761255127,3.3339474427627955,3.6252336237685876,3.8928555587671885,4.138399741533809,4.363352309347029,4.569105231625572,4.756962122029011,4.928143696750251,5.083792900362764,5.224979719302458,5.352705701857528,5.467908202405563,5.571464366570929,5.664194872972962,5.746867446293211,5.820200155503993,5.884864510267705,5.941488367733406,6.1774100637565095
2004-09-28,2.38995196742858,2.484139389628741,2.666898908163791,3.010832379724332,3.327580626076064,3.6189526158908634,3.8866432502078987,4.132240385015068,4.357231426967553,4.563009527993302,4.750879402989477,4.922062793360639,5.077703597783182,5.2188726902961315,5.34657244461065,5.461740982395339,5.565256162227141,5.6579393248940555,5.740558809792731,5.813833256276998,5.878434702979862,5.934991497347653,6.170098926190848
2004-09-29,2.3804627835299343,2.4745716648030753,2.657172412132382,3.000782181276556,3.3171995863807866,3.608234793772882,3.8755838038827775,4.120835480713098,4.345478153994095,4.550905819801527,4.738423963868538,4.9092550303675475,5.064543557570459,5.20536100050947,5.332710259551718,5.447529932664382,5.550698308078344,5.64303711305384,5.725315033507192,5.798251018369821,5.862517381716167,5.918742714912444,6.150770286064913
2004-09-30,2.3813767298880597,2.4754117689832054,2.657862804807882,3.001165695453347,3.3172674572760976,3.607979568994078,3.874999237721597,4.119916435794692,4.344220509799507,4.549306387612774,4.736480407714055,4.9069657935726,5.061907794542301,5.202378513410597,5.329381439536708,5.443855705376537,5.546680083121815,5.638676737175097,5.72061474723685,5.793213415891776,5.857145373746064,5.9130394943815325,6.141972838869879
2004-10-01,2.3796528857849233,2.4736170791425756,2.655926741186681,2.998948310211796,3.3147709258354476,3.605206364994475,3.8719521002744424,4.116598339265696,4.340634635947762,4.545456099922615,4.732369227767187,4.902597379317993,5.057285920330734,5.197507051669528,5.324264343969381,5.438496995576921,5.541083830504182,5.632847052123809,5.714555767388199,5.786929295465676,5.850640273850866,5.906317574220443,6.133306264146712
