Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
16/03/2026,0,"2,250 %",05/02/2026
18/05/2026,0,"2,340 %",05/02/2026
14/09/2026,0,"2,370 %",05/02/2026
15/03/2027,0,"2,480 %",05/02/2026
15/04/2030,0,"2,860 %",05/02/2026
14/04/2031,0,"2,920 %",05/02/2026
18/06/2035,0,"3,110 %",05/02/2026
18/07/2039,0,"3,350 %",05/02/2026
14/08/2045,0,"3,580 %",05/02/2026
19/04/2055,0,"4,000 %",05/02/2026
Total,0,,
