Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
17/11/2025,0,"2,160 %",14/10/2025
19/01/2026,0,"2,200 %",14/10/2025
14/09/2026,0,"2,220 %",14/10/2025
15/03/2027,0,"2,290 %",14/10/2025
15/04/2030,0,"2,490 %",14/10/2025
14/10/2030,0,"2,520 %",14/10/2025
18/06/2035,0,"2,790 %",14/10/2025
18/07/2039,0,"3,080 %",14/10/2025
14/08/2045,0,"3,310 %",14/10/2025
19/04/2055,0,"3,750 %",14/10/2025
Total,0,,
