Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
19/01/2026,-,"2,180 %",24/10/2025
16/03/2026,-,"2,250 %",24/10/2025
14/09/2026,-,"2,240 %",24/10/2025
15/03/2027,-,"2,340 %",24/10/2025
15/04/2030,-,"2,590 %",24/10/2025
14/04/2031,-,"2,650 %",24/10/2025
18/06/2035,-,"2,880 %",24/10/2025
18/07/2039,-,"3,150 %",24/10/2025
14/08/2045,-,"3,400 %",24/10/2025
15/02/2055,-,"3,840 %",24/10/2025
Total,000,,
