Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur
20/07/2026,0,"2,210 %",22/04/2026
17/08/2026,0,"2,220 %",22/04/2026
15/02/2027,0,"2,260 %",27/04/2026
20/09/2027,0,"2,270 %",22/04/2026
16/10/2028,0,"2,460 %",27/04/2026
20/10/2031,0,"2,850 %",22/04/2026
18/06/2035,0,"3,120 %",22/04/2026
18/07/2039,0,"3,450 %",22/04/2026
14/08/2045,0,"3,700 %",22/04/2026
19/04/2055,0,"4,000 %",22/04/2026
Total,0,,
