Date,3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,30Y
2015-01-02,2.513508771929824,2.520892857142857,2.624,2.753084577114428,2.873431654676259,3.065122302158273,3.227507936507936,3.270638447971781,3.313768959435626,3.356899470899471,3.400029982363316,3.43848,3.536265912305516,3.680304101838755,3.824342291371994,3.968380480905234,4.089377900552487,4.200692817679558,4.312007734806629,4.423322651933701,4.534637569060773,4.384735384615384,4.992321428571429
2015-01-07,2.491637931034483,2.505446428571429,2.578435897435897,2.746679914070891,2.919182599355532,3.090428571428571,3.228098765432099,3.271229276895943,3.314359788359788,3.357490299823633,3.400620811287478,3.438951428571428,3.538239038189533,3.682277227722772,3.826315417256011,3.97035360678925,4.09090276243094,4.202217679558011,4.313532596685083,4.424847513812154,4.536162430939227,4.593529382093316,4.995811853720051
2015-01-08,2.491293103448276,2.505625,2.578871794871795,2.747152524167562,2.919655209452202,3.090875,3.228216931216931,3.271347442680776,3.314477954144621,3.357608465608465,3.40073897707231,3.439045714285714,3.538633663366336,3.682671852899575,3.826710042432815,3.970748231966054,4.052992817679558,4.11127182320442,4.169550828729282,4.227829834254144,4.286108839779005,4.349079445145019,4.993467843631779
2015-01-12,2.490044642857143,2.506339285714286,2.580615384615385,2.68256462585034,2.86693669250646,3.064527131782945,3.155847368421052,3.2154,3.274952631578947,3.334505263157895,3.394057894736842,3.439422857142857,3.54021216407355,3.684250353606789,3.828288543140029,3.972326732673268,4.053631491712707,4.111910497237569,4.170189502762431,4.228468508287293,4.286747513812155,4.349785624211854,4.994174022698613
2015-01-13,2.49,2.49,2.55975138121547,2.678265306122449,2.785147995889003,2.890559095580678,2.993860082304527,3.089991769547325,3.186123456790123,3.282255144032922,3.37838683127572,3.439517142857143,3.518028833551769,3.624945609436435,3.731862385321101,3.838779161205767,3.936749116607774,4.022732626619552,4.108716136631331,4.19469964664311,4.280683156654888,4.349962168978562,4.994350567465322
2015-01-14,2.49,2.49,2.566454545454545,2.679921282798834,2.785436793422405,2.89084789311408,2.994123456790124,3.090255144032922,3.18638683127572,3.282518518518518,3.378650205761317,3.439611428571428,3.518321756225426,3.625238532110092,3.732155307994757,3.839072083879423,3.93698468786808,4.022968197879859,4.108951707891637,4.194935217903415,4.280918727915195,4.350138713745271,4.99452711223203
2015-01-15,2.49,2.49,2.563491935483871,2.684009216589862,2.785725590955807,2.891136690647482,2.99438683127572,3.090518518518519,3.186650205761317,3.282781893004115,3.378913580246913,3.439705714285714,3.518614678899082,3.625531454783748,3.732448230668414,3.83936500655308,3.937220259128386,4.023203769140165,4.109187279151944,4.195170789163722,4.2811542991755,4.35031525851198,4.994703656998739
2015-01-16,2.49,2.49,2.542760479041916,2.67451948051948,2.786014388489209,2.891425488180884,2.994650205761317,3.090781893004115,3.186913580246913,3.283045267489712,3.37917695473251,3.4398,3.518907601572739,3.625824377457405,3.732741153342071,3.839657929226736,3.937455830388692,4.023439340400471,4.109422850412249,4.195406360424028,4.281389870435807,4.350491803278688,4.994880201765448
2015-01-19,2.495352564102564,2.49,2.557476190476191,2.661142857142857,2.775831501831502,2.888567272727273,2.992597295708407,3.089372721928277,3.186148148148148,3.282923574368019,3.379699000587889,3.440082857142857,3.519786369593709,3.626703145478375,3.733619921363041,3.840536697247706,3.938162544169611,4.02414605418139,4.110129564193168,4.196113074204947,4.282096584216726,4.351021437578814,4.995409836065574
2015-01-20,2.495224358974359,2.498796774193548,2.530590909090909,2.594834101382489,2.756707142857143,2.875406871609403,2.974867724867725,3.075720164609054,3.176572604350382,3.277425044091711,3.378277483833039,3.440177142857143,3.520079292267365,3.626996068152031,3.733912844036697,3.840829619921363,3.938398115429917,4.024381625441696,4.110365135453474,4.196348645465253,4.282332155477031,4.351197982345523,4.995586380832282
